Object_ComplaintNo,Object_ObjectNumber,ObjectType,Position,SafetyEquip,InjuryLevel,Age,Sex,DirectionOfTravel,ObjectID,DriverAction,LightConditionsA,LightConditionsB,TrafficControlDev,TrafficControlCond,PedestrianAction,ContribRoadCond,ContribVehCond,UnsafeSpeed,DriverPedCondition,PrimaryEvent,StartMonth,StartDay,StartTime,Severity,VehicleCount,InjuredCount,FatalityCount,HitRunFlag,SurfaceConditions,EnvironConditions,DamageGE1000,SpecialFacility,RoadAlignA,RoadAlignB,RoadClass,CollLocation,Address
07168824,01,2,12,08,MAJOR INJURY,015,M,N,07,00,01,01,01,00,02,00,00,00,01,01,200705,22,1543,02,2,1,0,2,01,01,,01,00,00,00,01,900 NORTHMOUNT DR NW
07169699,02,2,12,99,MINOR INJURY,013,F,,07,00,01,01,06,0*,02,00,00,00,01,01,200705,23,0845,02,2,1,0,2,01,01,,01,01,01,02,02,19 ST NW & 5 AV NW
07171179,02,2,12,08,NO INJURY,000,F,,07,00,01,01,02,01,02,00,00,00,01,01,200705,22,1445,03,1,0,0,2,01,01,NO,01,09,09,09,02,11 AV SW & 7 ST SW
07172330,02,2,12,08,MINOR INJURY,067,F,N,07,00,01,01,01,00,01,00,00,00,01,01,200705,25,1015,02,1,1,0,2,01,01,,09,01,01,08,02,2803 37 ST SW
07172670,02,2,12,08,MINOR INJURY,007,M,,07,00,01,01,01,00,98,00,00,00,01,01,200705,25,1500,02,1,1,0,2,01,01,NO,01,01,01,02,01,RUNDLEHILL DR NE & RUNDLEHILL RD NE
07172842,01,2,12,08,MINOR INJURY,019,F,,07,00,01,01,01,00,02,00,00,00,01,01,200705,25,1729,02,1,1,0,2,01,01,,01,01,01,02,01,BONAVENTURE DR SE & 90 AV SE
07173364,01,2,12,08,MINOR INJURY,024,F,,07,00,03,02,98,01,04,00,00,00,02,07,200705,26,0020,02,1,1,0,2,01,01,NO,01,01,01,02,01,BOWNESS RD NW & 73 ST NW
07180194,02,2,12,99,MINOR INJURY,011,M,E,07,00,01,00,00,00,03,00,00,00,01,07,200705,31,0825,02,1,1,0,1,01,01,,01,01,01,09,01,MARCOMBE CR NE & 48 ST NE
07182185,02,2,12,08,NO INJURY,047,M,,07,00,01,01,01,00,02,01,00,00,00,07,200706,01,1625,03,1,0,0,2,01,01,NO,01,01,01,02,03,1 ST SE & 42 AV SE
07182581,01,2,12,08,MINOR INJURY,037,F,E,07,00,03,02,01,00,02,00,00,00,03,01,200706,01,2230,02,1,1,0,2,01,01,NO,01,01,01,02,01,1 ST SW & 11 AV SW
07182934,02,2,12,08,MAJOR INJURY,027,M,,07,00,03,02,01,00,02,00,00,00,03,01,200706,02,0215,02,1,1,0,1,01,01,YES,01,00,00,00,01,MACLEOD TR S & 38 AV SW
07183708,01,2,12,08,MINOR INJURY,049,M,,07,00,01,01,01,00,98,00,00,00,01,01,200706,02,1800,02,1,1,0,2,01,01,NO,09,01,01,08,08,3331 MILLRISE PT SW
07186294,02,2,12,08,NO INJURY,034,M,,07,00,99,99,99,00,98,00,00,00,99,01,200706,03,1630,03,1,0,0,2,0*,00,,09,00,00,08,08,DEERFOOT TR SE & 130 AV SE
07187021,01,2,12,08,MINOR INJURY,046,M,,07,00,01,01,01,00,02,00,00,00,01,01,200706,05,0705,02,1,1,0,2,01,01,NO,01,01,01,02,01,1100 23 AV SE
07188722,02,2,12,08,MINOR INJURY,026,F,,07,00,01,01,02,01,01,00,00,00,01,01,200706,06,1220,02,1,1,0,1,02,02,,01,01,01,02,02,17 AV SW & 33 ST SW
07192462,03,2,12,08,MINOR INJURY,018,F,,07,98,03,02,01,00,98,00,00,00,01,01,200706,09,0215,02,1,1,0,2,01,01,YES,01,02,02,04,01,1200 10 ST NW
07192818,02,2,12,08,NO INJURY,044,F,,07,00,99,99,01,00,01,00,00,00,99,01,200706,08,0700,03,1,0,0,2,01,01,NO,01,09,09,09,01,MIDLAKE BV SE & MIDLAND CR SE
07193995,03,2,12,08,MAJOR INJURY,026,M,,07,00,00,00,00,00,98,00,00,00,99,01,200706,10,0510,02,1,1,0,1,01,01,YES,01,01,02,02,01,7060 15 AV SE
07196417,02,2,12,08,MINOR INJURY,044,M,,07,00,01,00,01,00,03,00,00,00,01,01,200706,12,0714,02,1,1,0,2,01,01,,01,01,02,02,02,14300 SHAWNEE GA SW
07197104,02,2,12,08,NO INJURY,040,F,,07,00,01,01,98,0*,98,00,00,00,01,01,200706,12,1710,03,1,0,0,2,01,01,YES,01,01,01,01,02,11 AV SW & 4 ST SW
07198001,02,2,12,08,MINOR INJURY,044,M,,07,00,01,01,06,01,01,00,00,00,01,01,200706,13,1221,02,1,1,0,2,01,01,,01,01,01,02,02,1 ST SW & 15 AV SW
07199153,02,2,12,08,MINOR INJURY,018,F,,07,00,01,01,06,01,01,00,00,00,01,01,200706,14,0925,02,1,1,0,2,02,02,NO,01,01,01,02,01,OAKFIELD DR SW & 24 ST SW
07199292,01,2,12,99,MINOR INJURY,025,F,,07,00,01,01,00,00,03,00,00,00,01,01,200706,14,1145,02,1,1,0,2,01,01,NO,01,01,01,03,02,COUNTRY HILLS BV NE & FREEPORT DR NE
07199736,03,2,12,08,MINOR INJURY,067,M,,07,00,01,02,01,00,98,00,00,00,01,01,200706,14,1625,02,1,2,0,2,01,01,NO,09,01,01,08,08,2001 AIRPORT RD NE
07199736,02,2,12,08,MINOR INJURY,064,F,,07,00,01,02,01,00,98,00,00,00,01,01,200706,14,1625,02,1,2,0,2,01,01,NO,09,01,01,08,08,2001 AIRPORT RD NE
07199742,02,2,12,08,MINOR INJURY,042,F,,07,00,01,01,06,01,01,00,00,00,99,01,200706,14,1750,02,1,1,0,2,01,01,NO,01,09,09,09,09,10 ST SW & 9 AV SW
07199788,02,2,12,08,NO INJURY,016,F,,07,00,01,01,06,01,01,00,00,00,01,01,200706,14,1830,03,1,0,0,2,02,01,NO,01,02,01,03,01,HAWKWOOD RD NW & NOSE HILL DR NW
07199931,01,2,12,08,MINOR INJURY,030,M,,07,00,01,01,01,00,02,00,00,00,02,01,200706,14,2100,02,2,1,0,2,02,01,,09,01,01,02,01,1422 16 AV SW
07200656,02,2,12,08,MINOR INJURY,035,M,,07,00,01,01,06,99,02,00,00,00,01,01,200706,13,1715,02,1,1,0,1,01,01,,01,00,00,00,02,CENTRE ST S & 17 AV SE
07200979,01,2,12,08,MAJOR INJURY,034,M,,07,00,01,01,01,00,02,00,00,00,01,01,200706,15,1650,02,1,1,0,2,01,01,NO,01,01,01,01,02,800 11 AV SW
07201480,01,2,12,99,MAJOR INJURY,038,M,,07,00,03,02,02,01,02,00,00,00,02,01,200706,15,2315,02,1,1,0,2,02,02,YES,01,01,01,01,02,1 ST SW & 5 AV SW
07202912,02,2,12,98,MAJOR INJURY,021,M,,07,00,03,02,02,01,98,00,00,00,99,01,200706,17,0000,02,1,1,0,1,02,02,YES,01,01,01,02,02,8 AV SW & 8 ST SW
07204479,01,2,12,08,MINOR INJURY,033,M,N,07,00,01,01,01,00,02,00,00,00,01,01,200706,18,1345,02,1,1,0,2,01,01,YES,01,01,01,04,01,3 ST SW & 61 AV SW
07207258,02,2,12,08,MINOR INJURY,016,M,,07,00,01,00,01,00,0*,00,00,00,01,01,200706,20,1520,02,1,1,0,1,01,01,,01,01,01,02,02,68 ST SE & 8 AV SE
07207557,02,2,12,08,DEATH,007,M,,07,00,01,01,01,00,98,00,00,00,01,01,200706,20,1903,01,2,0,1,2,01,01,YES,09,02,01,02,01,8409 ELBOW DR SW
07207557,02,2,12,08,DEATH,007,M,,07,00,01,01,01,00,98,00,00,00,01,01,200706,20,1903,01,2,0,1,2,01,01,YES,09,02,01,02,01,8409 ELBOW DR SW
07210214,02,2,12,08,DEATH,033,M,,07,00,01,00,01,00,98,00,00,00,99,01,200706,22,1620,01,1,0,1,2,98,01,,01,09,09,08,08,172 SADDLECREST GD NE
07210666,02,2,12,08,MINOR INJURY,022,F,,07,00,03,02,02,01,02,00,00,00,01,01,200706,22,2224,02,1,1,0,2,01,01,NO,01,01,01,03,01,BOW TR SW & 37 ST SW
07212659,02,2,12,99,NO INJURY,019,M,,07,00,01,00,98,01,03,00,00,00,01,01,200706,23,1908,03,1,0,0,1,01,01,NO,01,09,09,09,09,BARLOW TR NE & COUNTRY HILLS BV NE
07213984,01,2,12,08,MINOR INJURY,049,F,,07,00,01,01,02,01,02,00,00,00,01,01,200706,25,1225,02,1,1,0,1,02,02,NO,01,01,01,01,02,CENTRE ST S & 11 AV SE
07214855,02,2,12,08,MINOR INJURY,039,M,,07,00,01,01,01,00,98,00,00,00,01,01,200706,26,0725,02,1,1,0,2,01,01,NO,06,01,01,02,01,39 ANAHEIM CO NE
07214919,02,2,12,99,MINOR INJURY,038,F,,07,00,01,01,06,01,03,00,00,00,01,01,200706,26,0845,02,1,1,0,2,01,01,,01,01,01,01,02,1 ST SE & 5 AV SE
07215152,01,2,12,08,NO INJURY,022,M,,07,00,03,02,01,00,98,00,00,00,03,01,200706,02,0315,03,1,0,0,2,01,01,YES,01,01,01,02,01,100 17 AV SW
07216453,02,2,12,08,MINOR INJURY,030,M,W,07,00,03,02,01,00,02,00,00,00,03,01,200706,02,0044,02,1,1,0,2,01,01,YES,01,01,01,03,02,MACLEOD TR S & 39 AV SW
07218061,02,2,12,08,MINOR INJURY,063,M,,07,00,01,01,02,01,01,00,00,00,01,01,200706,28,1155,02,1,1,0,2,01,01,NO,01,01,01,01,02,5 ST SW & 6 AV SW
07218995,02,2,12,08,MINOR INJURY,027,M,,07,00,03,02,01,00,98,00,00,00,01,01,200706,29,0010,02,1,1,0,1,01,01,NO,01,01,01,03,01,ERIN WOODS BV SE & 36 ST SE
07220272,01,2,12,08,MINOR INJURY,015,F,,07,00,03,02,02,01,02,00,00,00,01,01,200706,29,2157,02,1,1,0,1,01,01,,01,01,01,01,02,4 ST SW & 8 AV SW
07222550,02,2,12,08,NO INJURY,027,M,,07,00,01,01,03,01,01,00,00,00,01,07,200707,01,1545,03,1,0,0,1,01,01,,01,01,01,02,01,16 HADDON RD SW
07224193,02,2,12,08,MINOR INJURY,036,F,W,07,00,03,02,01,00,03,00,00,00,01,01,200707,02,2200,02,1,1,0,2,04,01,NO,01,02,01,09,09,1520A 36 ST SE
07225063,02,2,12,99,MINOR INJURY,057,M,,07,00,01,00,02,01,01,00,00,00,01,01,200707,03,1455,02,1,1,0,2,01,01,NO,01,01,01,01,01,MACLEOD TR S & 11 AV SW
07225331,02,2,12,08,MINOR INJURY,027,F,N,07,00,01,01,01,00,01,01,00,00,01,01,200707,03,1730,02,1,1,0,1,01,01,NO,01,00,00,00,09,26 AV NE & 36 ST NE
07225940,03,2,12,08,MAJOR INJURY,049,M,,07,00,01,00,01,00,04,00,00,00,01,01,200707,04,0600,02,2,1,0,2,01,01,YES,01,01,01,02,01,5300 6 ST NE
07225940,03,2,12,08,MAJOR INJURY,049,M,,07,00,01,00,01,00,04,00,00,00,01,01,200707,04,0600,02,2,1,0,2,01,01,YES,01,01,01,02,01,5300 6 ST NE
07227888,02,2,12,08,MAJOR INJURY,005,F,,07,00,01,01,01,00,04,00,00,00,01,01,200707,05,1400,02,1,1,0,2,01,01,YES,01,02,01,02,01,935 NORTHMOUNT DR NW
07228185,02,2,12,08,MINOR INJURY,030,M,,07,00,01,01,06,01,01,00,00,00,03,01,200707,05,1715,02,1,1,0,2,01,01,NO,01,01,01,02,02,100 25 AV SW
07229694,02,2,12,08,MINOR INJURY,032,F,,07,00,01,01,06,01,01,00,00,00,01,01,200707,06,1745,02,1,2,0,2,01,01,NO,01,01,01,02,02,10 ST NW & 5 AV NW
07229694,03,2,12,08,MINOR INJURY,002,M,,07,00,01,01,06,01,01,00,00,00,99,01,200707,06,1745,02,1,2,0,2,01,01,NO,01,01,01,02,02,10 ST NW & 5 AV NW
07231185,01,2,12,08,MAJOR INJURY,010,M,,07,00,01,01,01,00,02,00,00,00,01,01,200707,07,1745,02,1,1,0,2,01,01,NO,01,01,02,02,01,SPILLER RD SE & 25 AV SE
07231315,02,2,12,08,MAJOR INJURY,003,F,,07,00,01,01,01,00,01,00,00,00,01,01,200707,07,1946,02,1,1,0,2,01,01,,01,01,01,02,01,111 TARAWOOD LN NE
07232016,01,2,12,08,NO INJURY,028,M,,07,00,03,02,01,00,98,00,00,00,03,07,200707,08,0330,03,1,0,0,2,01,01,NO,01,01,01,01,02,4A ST SW & 75 AV SW
07235359,02,2,12,08,MINOR INJURY,064,F,,07,00,01,01,03,01,01,00,00,00,01,01,200707,10,1657,02,1,1,0,2,01,01,NO,01,01,01,02,02,MACLEOD TR S & 28 AV SW
07236306,02,2,12,08,MAJOR INJURY,059,M,,07,00,01,01,02,01,98,00,00,00,00,01,200707,11,1011,02,1,1,0,2,01,01,NO,01,01,01,02,01,MEMORIAL DR E & PENBROOKE DR NE
07237608,01,2,12,08,MAJOR INJURY,032,F,,07,00,01,01,02,01,98,00,00,00,00,01,200707,12,0616,02,1,1,0,2,01,01,NO,01,01,01,08,02,MACLEOD TR S & 6 AV SW
07239887,02,2,12,08,MAJOR INJURY,027,F,,07,00,01,01,06,01,01,00,00,00,01,01,200707,13,1810,02,1,1,0,2,01,01,NO,01,01,01,02,02,ACADIA DR SE & WILLINGDON BV SE
07239921,02,2,12,99,MINOR INJURY,007,M,,07,00,01,00,01,00,03,00,00,00,01,01,200707,13,1700,03,1,0,0,1,01,01,,01,09,09,09,09,6731 34 AV NE
07240074,02,2,12,08,NO INJURY,012,M,,07,00,01,01,02,01,01,00,00,00,01,01,200707,13,2048,03,1,0,0,2,01,01,,01,01,01,02,02,26 AV SE & 36 ST SE
07240393,01,2,12,08,MINOR INJURY,050,M,,07,00,03,02,01,00,02,00,00,00,03,01,200707,14,0016,02,1,1,0,2,01,01,NO,08,01,01,02,01,2399 2A ST SE
07240984,02,2,12,08,MINOR INJURY,080,M,N,07,00,01,00,06,99,01,00,00,00,01,01,200707,14,1029,02,1,1,0,2,01,01,YES,01,01,01,03,02,BRENTWOOD RD NW & CHARLESWOOD DR NW
07241131,01,2,12,08,MAJOR INJURY,035,F,,07,00,01,00,01,00,03,00,00,00,01,01,200707,14,1300,02,1,2,0,2,01,01,NO,01,01,01,04,01,700 52 ST SE
07241131,02,2,12,08,MINOR INJURY,008,M,,07,00,01,00,01,00,03,00,00,00,01,01,200707,14,1300,02,1,2,0,2,01,01,NO,01,01,01,04,01,700 52 ST SE
07241558,01,2,12,08,DEATH,014,F,,07,00,01,00,06,01,02,00,00,00,01,01,200707,14,1911,01,1,0,1,2,01,01,YES,01,01,01,03,02,CENTRE ST N & MCKNIGHT BV NE
07241774,02,2,12,99,MINOR INJURY,023,M,,07,00,01,01,01,00,98,00,00,00,01,01,200707,14,2210,02,2,1,0,2,01,01,NO,01,00,00,00,01,265 FALSHIRE DR NE
07242145,01,2,12,08,MINOR INJURY,045,F,W,07,00,03,02,02,01,02,00,00,00,02,01,200707,15,0205,02,1,1,0,2,01,01,NO,01,01,01,02,02,10 ST NW & 5 AV NW
07242670,03,2,12,98,MINOR INJURY,057,M,,07,00,01,01,00,00,98,00,00,00,98,01,200707,15,1315,02,1,2,0,2,01,01,YES,09,01,01,08,01,2 4527 8 AV SE
07244402,02,2,12,08,MINOR INJURY,046,F,,98,00,01,01,01,00,0*,00,00,00,99,01,200707,16,0000,02,1,1,0,2,99,99,NO,09,00,00,08,08,100 4700 130 AV SE
07244595,02,2,12,08,MINOR INJURY,059,F,,07,00,01,00,01,00,98,00,00,00,01,01,200707,16,1600,02,1,1,0,2,01,01,NO,01,00,00,00,09,HERITAGE DR SW & MACLEOD TR S
07244608,02,2,12,08,MINOR INJURY,022,M,,07,00,03,02,01,00,98,00,00,00,01,01,200707,16,2130,02,1,1,0,1,01,01,,01,01,01,02,02,BRIDLEWOOD DR SW & BRIDLEWOOD RD SW
07244973,02,2,12,08,MAJOR INJURY,044,M,,07,00,01,01,01,00,98,00,00,00,04,01,200707,17,0652,02,1,1,0,2,01,01,NO,09,01,01,08,08,499 RIVERFRONT AV SE
07245833,01,2,12,99,MAJOR INJURY,036,M,,07,98,01,01,01,00,98,00,99,99,03,01,200707,17,1850,02,1,1,0,2,01,01,NO,01,01,01,08,08,4720 EDMONTON TR NE
07247462,01,2,12,08,MINOR INJURY,022,M,,07,00,01,01,01,00,98,00,00,00,99,01,200707,18,2030,02,1,1,0,1,01,01,YES,09,01,01,08,08,2520 52 ST NE
07249672,01,2,12,08,MINOR INJURY,030,F,S,07,00,01,02,02,01,02,00,00,00,01,07,200707,20,1340,02,1,1,0,2,01,01,NO,01,01,01,01,02,MACLEOD TR S & 5 AV SW
07249681,02,2,12,08,MINOR INJURY,030,F,,07,00,01,01,01,00,02,00,00,00,01,01,200707,20,1400,02,1,1,0,2,01,01,,09,01,01,02,01,3625 SHAGANAPPI TR NW
07250112,02,2,12,08,MINOR INJURY,047,F,,07,00,99,99,01,00,98,00,00,00,01,01,200707,20,2010,02,1,1,0,2,01,01,NO,09,01,01,08,08,5401 TEMPLE DR NE
07250623,02,2,12,99,MAJOR INJURY,025,M,,07,00,03,02,02,01,01,00,00,00,02,01,200707,21,0220,02,1,1,0,1,01,01,,01,01,01,02,02,10 AV SW & 4 ST SW
07252711,02,2,12,99,MAJOR INJURY,011,M,,07,00,01,01,01,00,04,00,00,00,99,01,200707,22,1820,02,1,1,0,2,01,01,NO,01,00,00,00,01,80 COUNTRY HILLS CL NW
07254031,01,2,12,08,MINOR INJURY,037,M,,07,00,01,01,02,01,02,00,00,00,01,01,200707,23,1820,02,1,1,0,2,01,01,YES,01,01,01,03,02,BARLOW TR SE & 61 AV SE
07255504,02,2,12,99,NO INJURY,000,U,,07,00,01,02,99,99,03,00,00,00,99,01,200707,24,1705,03,1,0,0,2,02,02,NO,01,09,09,09,09,EDMONTON TR NE & MEMORIAL DR E
07256256,01,2,12,08,MAJOR INJURY,013,M,,07,00,01,01,02,01,02,00,00,00,99,01,200707,25,1230,02,1,1,0,2,01,01,NO,01,01,01,03,01,MACLEOD TR S & 60 AV SW
07257427,02,2,12,08,MINOR INJURY,075,M,,07,00,01,00,01,00,98,00,00,00,01,01,200707,26,0918,02,1,1,0,2,01,01,YES,01,09,09,09,09,10 GLENMOUNT CR SW
07259516,02,2,12,99,MINOR INJURY,011,F,,07,00,01,01,02,01,01,00,00,00,01,01,200707,27,1900,02,1,1,0,2,01,01,NO,01,01,01,02,01,26 AV NE & 36 ST NE
07259707,02,2,12,08,MINOR INJURY,042,M,,07,00,00,02,02,01,98,00,00,00,03,01,200707,27,2142,02,1,1,0,1,01,01,,01,01,01,01,02,1 ST SE & 15 AV SE
07260950,01,2,12,08,NO INJURY,037,F,,07,00,01,01,06,01,02,00,00,00,01,02,200707,28,1840,03,1,0,0,2,01,01,YES,01,01,01,02,02,17 AV SW & 39 ST SW
07261413,02,2,12,08,MINOR INJURY,019,M,,07,00,99,02,02,01,98,00,00,00,03,01,200708,08,0040,02,1,1,0,2,01,01,NO,01,02,01,02,02,10 AV SW & 4 ST SW
07262143,02,2,12,08,MINOR INJURY,020,M,,07,00,03,02,99,99,03,00,00,00,99,01,200707,29,0200,02,1,1,0,1,99,99,NO,09,09,09,08,08,2913 RADCLIFFE DR SE
07262974,03,2,12,08,MAJOR INJURY,065,M,N,07,00,01,01,06,01,01,00,00,00,01,03,200707,30,0952,02,1,2,0,2,01,01,NO,01,01,01,04,02,50 AV SW & 6 ST SW
07262974,02,2,12,08,MAJOR INJURY,068,F,N,07,00,01,01,06,01,01,00,00,00,01,03,200707,30,0952,02,1,2,0,2,01,01,NO,01,01,01,04,02,50 AV SW & 6 ST SW
07263548,02,2,12,08,MAJOR INJURY,030,F,,07,00,01,01,01,00,98,00,00,00,01,01,200707,30,1745,02,1,1,0,2,01,01,NO,01,01,01,01,01,99 NEW BRIGHTON DR SE
07263552,01,2,12,08,MINOR INJURY,004,M,,07,00,01,01,01,00,02,00,00,00,01,01,200707,30,1755,02,1,1,0,2,01,01,NO,01,01,01,02,01,26 MARTHA'S MEADOW DR NE
07264169,02,2,12,08,MAJOR INJURY,053,M,S,07,00,01,00,02,01,01,00,00,00,01,05,200707,31,0912,02,1,1,0,2,01,01,YES,01,01,01,03,02,36 ST SE & 61 AV SE
07264746,01,2,12,08,MINOR INJURY,028,M,,07,00,00,00,00,00,0*,00,00,00,00,01,200707,31,1728,02,1,1,0,2,0*,00,YES,01,01,01,04,01,3500 BARLOW TR SE
07267367,02,2,12,08,MINOR INJURY,020,F,,07,00,01,02,06,01,01,00,00,00,01,01,200708,02,1700,02,1,1,0,2,01,01,NO,01,01,01,02,01,4200 52 ST NE
07268238,02,2,12,08,MINOR INJURY,027,F,,07,00,01,01,06,01,01,00,00,00,01,01,200708,03,0935,02,1,1,0,2,01,01,NO,01,01,01,02,01,MONTEREY AV NW & 16 AV NW
07268407,02,2,12,08,MINOR INJURY,040,F,,07,00,01,01,02,01,01,00,00,00,01,01,200708,03,1222,02,1,1,0,2,01,01,,01,01,01,02,02,17 AV SE & 36 ST SE
07269027,02,2,12,08,NO INJURY,059,F,,07,00,01,01,01,00,98,00,00,00,01,01,200708,03,1500,03,1,0,0,2,99,99,,09,01,01,08,08,5858 SIGNAL HILL CE SW
07269390,02,2,12,08,DEATH,026,M,N,07,00,03,02,01,00,02,01,00,00,99,01,200708,04,0200,01,1,0,2,1,01,01,YES,01,01,01,02,01,341 10 AV SW
07269390,03,2,12,08,DEATH,028,M,N,07,00,03,02,01,00,02,01,00,00,99,01,200708,04,0200,01,1,0,2,1,01,01,YES,01,01,01,02,01,341 10 AV SW
07269576,02,2,12,08,MAJOR INJURY,087,M,,07,00,01,01,01,01,02,00,00,00,01,01,200708,04,0730,02,1,1,0,2,01,01,,01,01,01,02,0*,1400 17 AV SW
07271441,02,2,12,99,MINOR INJURY,038,M,,07,00,00,02,01,00,98,00,00,00,01,01,200708,05,2138,02,1,1,0,2,01,01,NO,09,01,01,01,01,17 AV SW & 61 ST SW
07273449,02,2,12,08,MAJOR INJURY,031,F,,07,00,01,01,01,00,03,00,00,00,01,01,200708,07,1450,02,2,1,0,2,01,01,,01,02,01,02,01,6969 17 AV SW
07273449,02,2,12,08,MAJOR INJURY,031,F,,07,00,01,01,01,00,03,00,00,00,01,01,200708,07,1450,02,2,1,0,2,01,01,,01,02,01,02,01,6969 17 AV SW
07273486,02,2,12,08,MAJOR INJURY,011,F,,07,00,01,00,02,01,01,00,00,00,01,01,200708,07,1528,02,1,2,0,2,01,01,,01,01,01,04,02,SOUTHLAND DR SW & 24 ST SW
07273486,03,2,12,08,MAJOR INJURY,053,F,,07,00,01,00,02,01,01,00,00,00,01,01,200708,07,1528,02,1,2,0,2,01,01,,01,01,01,04,02,SOUTHLAND DR SW & 24 ST SW
07274097,02,2,12,08,MAJOR INJURY,028,M,,07,00,03,02,01,00,98,00,00,00,99,01,200708,07,2345,02,1,1,0,2,01,01,NO,01,01,02,02,02,ROYAL BIRCH BV NW & ROYAL BIRCH WY NW
07274595,02,2,12,99,MINOR INJURY,026,F,,07,00,01,00,02,01,02,00,00,00,01,01,200708,08,1200,02,1,2,0,2,02,02,NO,01,01,01,03,02,26 AV NE & 68 ST NE
07274595,03,2,12,99,MINOR INJURY,001,M,,07,00,01,00,02,01,02,00,00,00,01,01,200708,08,1200,02,1,2,0,2,02,02,NO,01,01,01,03,02,26 AV NE & 68 ST NE
07275215,01,2,12,08,*,027,F,S,07,00,03,02,01,00,02,00,00,00,00,01,200708,08,2045,02,1,1,0,2,02,02,NO,01,01,01,02,02,17 AV SW & 5A ST SW
07275299,01,2,12,08,MAJOR INJURY,037,M,,07,00,03,02,02,01,02,00,00,00,02,01,200708,08,2215,02,1,1,0,2,02,02,,01,01,01,02,02,CENTRE ST N & 16 AV NE
07275688,02,2,12,08,MINOR INJURY,031,F,,07,00,01,01,01,00,02,00,00,00,00,01,200708,08,1700,02,1,1,0,2,01,01,,01,01,01,03,01,400 CHAPARRAL RAVINE VW SE
07277774,02,2,12,08,MAJOR INJURY,037,M,,07,00,03,02,02,01,01,00,00,00,01,01,200708,10,2130,02,1,1,0,2,02,01,YES,01,01,01,03,02,SACRAMENTO DR SW & SOUTHLAND DR SW
07278929,02,2,12,08,MINOR INJURY,033,M,,07,00,01,01,01,00,98,00,00,00,99,01,200708,11,1933,02,3,1,0,2,01,01,YES,01,02,02,01,01,4903 44 AV NE
07278929,02,2,12,08,MINOR INJURY,033,M,,07,00,01,01,01,00,98,00,00,00,99,01,200708,11,1933,02,3,1,0,2,01,01,YES,01,02,02,01,01,4903 44 AV NE
07278929,02,2,12,08,MINOR INJURY,033,M,,07,00,01,01,01,00,98,00,00,00,99,01,200708,11,1933,02,3,1,0,2,01,01,YES,01,02,02,01,01,4903 44 AV NE
07280913,03,2,12,08,NO INJURY,000,U,,07,00,01,00,01,00,98,00,00,00,99,01,200708,09,1615,03,1,0,0,2,01,01,,01,01,01,01,01,4 ST SW & 6 AV SW
07282216,02,2,12,08,MINOR INJURY,038,F,,07,00,01,01,01,00,0*,00,00,00,01,01,200708,09,1500,02,1,1,0,2,01,01,NO,09,00,00,08,08,3800 MEMORIAL DR E
07282467,02,2,12,08,MINOR INJURY,067,F,,07,00,01,01,06,01,98,00,00,00,01,01,200708,14,1530,02,1,1,0,2,01,01,,01,01,01,02,01,MEMORIAL DR E & 52 ST NE
07283602,02,2,12,99,MAJOR INJURY,031,F,,07,00,01,01,01,00,03,00,00,00,01,07,200708,15,1228,02,1,1,0,2,01,01,NO,01,01,01,02,02,1A ST SW & 42 AV SW
07287609,02,2,12,99,MINOR INJURY,049,F,N,07,00,01,01,01,00,98,00,00,00,01,01,200708,18,1111,02,1,1,0,2,01,01,NO,01,01,01,02,02,2520 52 ST NE
07288635,04,2,12,08,MINOR INJURY,034,M,,07,00,03,02,02,01,01,00,00,00,01,01,200708,19,0320,02,2,2,0,1,01,01,YES,01,01,01,01,02,2 ST SW & 8 AV SW
07288635,04,2,12,08,MINOR INJURY,034,M,,07,00,03,02,02,01,01,00,00,00,01,01,200708,19,0320,02,2,2,0,1,01,01,YES,01,01,01,01,02,2 ST SW & 8 AV SW
07288635,02,2,12,08,MAJOR INJURY,031,F,,07,00,03,02,02,01,01,00,00,00,01,01,200708,19,0320,02,2,2,0,1,01,01,YES,01,01,01,01,02,2 ST SW & 8 AV SW
07288635,02,2,12,08,MAJOR INJURY,031,F,,07,00,03,02,02,01,01,00,00,00,01,01,200708,19,0320,02,2,2,0,1,01,01,YES,01,01,01,01,02,2 ST SW & 8 AV SW
07289410,02,2,12,08,MINOR INJURY,014,M,,07,00,03,02,06,01,01,00,00,00,01,01,200708,19,2145,02,1,1,0,2,01,01,,01,01,01,02,08,17 AV SE & 31 ST SE
07290115,01,2,12,08,MINOR INJURY,031,M,,07,00,01,01,02,01,02,00,00,00,98,01,200708,20,1400,02,1,1,0,2,01,01,,01,01,01,03,02,14 ST NW & 16 AV NW
07290213,02,2,12,99,NO INJURY,034,M,,07,00,01,01,99,99,98,00,00,00,99,07,200708,19,1900,03,2,0,0,1,01,01,NO,01,09,09,09,09,37 ST SW & 46 AV SW
07290473,02,2,12,08,MINOR INJURY,003,F,,07,00,01,01,01,00,02,00,00,00,01,01,200708,20,1850,02,1,1,0,2,01,01,NO,01,01,01,02,01,24 FALMERE WY NE
07291017,02,2,12,08,MAJOR INJURY,018,F,,07,00,01,00,99,00,98,00,00,00,01,01,200708,21,0800,02,1,1,0,1,01,01,,01,00,00,00,09,2525 36 ST NE
07293974,02,2,12,08,MINOR INJURY,014,M,,07,00,01,00,01,00,04,00,00,00,99,01,200708,23,1300,02,1,1,0,2,01,01,NO,01,01,01,09,09,20 14812 BANNISTER RD SE
